Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month,Day,Weekday,Quarter,Year,Is_Weekend,Season,Total Amount_Daily,Rolling_7D,Lag_1,Lag_7,Purchase_Frequency,Average_Spend,Category_Popularity
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,7,22,Saturday,3,2023,True,Summer,150,1782.142857142857,1000.0,100.0,1,50.0,344
360,2023-03-09,CUST360,Male,42,Clothing,4,25,100,3,9,Thursday,1,2023,False,Spring,1200,1040.0,25.0,300.0,1,25.0,344
361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200,12,10,Sunday,4,2023,True,Winter,1420,2384.285714285714,3925.0,600.0,1,300.0,337
362,2023-11-27,CUST362,Male,50,Clothing,1,25,25,11,27,Monday,4,2023,False,Autumn,235,1135.0,1600.0,50.0,1,25.0,344
363,2023-06-03,CUST363,Male,64,Beauty,1,25,25,6,3,Saturday,2,2023,True,Summer,1025,721.4285714285714,150.0,2200.0,1,25.0,301
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,8,23,Wednesday,3,2023,False,Summer,1730,1335.0,1275.0,970.0,1,500.0,301
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300,6,11,Sunday,2,2023,True,Summer,3300,1681.4285714285713,2750.0,1030.0,1,300.0,344
366,2023-02-07,CUST366,Male,57,Clothing,2,50,100,2,7,Tuesday,1,2023,False,Winter,2100,1850.7142857142858,625.0,2100.0,1,50.0,344
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200,8,23,Wednesday,3,2023,False,Summer,1730,1335.0,1275.0,970.0,1,300.0,344
369,2023-11-15,CUST369,Male,23,Electronics,3,500,1500,11,15,Wednesday,4,2023,False,Autumn,1630,1083.5714285714287,1080.0,1560.0,1,500.0,337
370,2023-10-16,CUST370,Male,23,Electronics,2,30,60,10,16,Monday,4,2023,False,Autumn,2860,1498.5714285714287,1500.0,195.0,1,30.0,337
371,2023-02-21,CUST371,Female,20,Beauty,1,25,25,2,21,Tuesday,1,2023,False,Winter,385,1675.7142857142858,1130.0,3600.0,1,25.0,301
372,2023-02-07,CUST372,Female,24,Beauty,3,500,1500,2,7,Tuesday,1,2023,False,Winter,2100,1850.7142857142858,625.0,2100.0,1,500.0,301
373,2023-10-03,CUST373,Female,25,Beauty,2,300,600,10,3,Tuesday,4,2023,False,Autumn,2170,1741.4285714285713,1245.0,1090.0,1,300.0,301
374,2023-04-20,CUST374,Female,59,Beauty,3,25,75,4,20,Thursday,2,2023,False,Spring,3375,1140.7142857142858,2725.0,1590.0,1,25.0,301
375,2023-09-17,CUST375,Male,32,Clothing,1,50,50,9,17,Sunday,3,2023,True,Autumn,700,939.2857142857143,2150.0,200.0,1,50.0,344
376,2023-05-16,CUST376,Female,64,Beauty,1,30,30,5,16,Tuesday,2,2023,False,Spring,7260,1875.7142857142858,1680.0,660.0,1,30.0,301
377,2023-03-09,CUST377,Female,46,Clothing,4,50,200,3,9,Thursday,1,2023,False,Spring,1200,1040.0,25.0,300.0,1,50.0,344
378,2023-06-28,CUST378,Male,50,Beauty,1,300,300,6,28,Wednesday,2,2023,False,Summer,300,1691.4285714285713,900.0,175.0,1,300.0,301
379,2023-02-05,CUST379,Female,47,Clothing,1,25,25,2,5,Sunday,1,2023,True,Winter,1805,1867.142857142857,1120.0,600.0,1,25.0,344
380,2023-05-06,CUST380,Male,56,Electronics,2,300,600,5,6,Saturday,2,2023,True,Spring,990,699.2857142857143,1520.0,1960.0,1,300.0,337
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,7,9,Sunday,3,2023,True,Summer,325,866.4285714285714,220.0,1030.0,1,25.0,344
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000,5,26,Friday,2,2023,False,Spring,2020,2651.4285714285716,2600.0,1350.0,1,500.0,344
383,2023-03-22,CUST383,Female,46,Beauty,3,30,90,3,22,Wednesday,1,2023,False,Spring,1390,1659.2857142857142,3500.0,300.0,1,30.0,301
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500,8,13,Sunday,3,2023,True,Summer,700,940.7142857142857,1370.0,2500.0,1,500.0,344
385,2023-10-06,CUST385,Male,50,Electronics,3,500,1500,10,6,Friday,4,2023,False,Autumn,1500,2022.142857142857,530.0,2550.0,1,500.0,337
386,2023-12-27,CUST386,Female,54,Electronics,2,300,600,12,27,Wednesday,4,2023,False,Winter,700,1018.5714285714286,1880.0,1350.0,1,300.0,337
387,2023-06-04,CUST387,Male,44,Beauty,1,30,30,6,4,Sunday,2,2023,True,Summer,1030,857.8571428571429,1025.0,75.0,1,30.0,301
388,2023-11-10,CUST388,Male,50,Electronics,1,25,25,11,10,Friday,4,2023,False,Autumn,115,1426.4285714285713,3100.0,1200.0,1,25.0,337
389,2023-12-01,CUST389,Male,21,Clothing,2,25,50,12,1,Friday,4,2023,False,Winter,110,681.4285714285714,460.0,1110.0,1,25.0,344
390,2023-09-28,CUST390,Male,39,Electronics,2,50,100,9,28,Thursday,3,2023,False,Autumn,425,335.7142857142857,100.0,160.0,1,50.0,337
392,2023-12-08,CUST392,Male,27,Clothing,2,300,600,12,8,Friday,4,2023,False,Winter,2800,2139.285714285714,1400.0,110.0,1,300.0,344
393,2023-10-11,CUST393,Female,22,Beauty,2,500,1000,10,11,Wednesday,4,2023,False,Autumn,2250,1588.5714285714287,2120.0,3010.0,1,500.0,301
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500,6,3,Saturday,2,2023,True,Summer,1025,721.4285714285714,150.0,2200.0,1,500.0,344
395,2023-12-06,CUST395,Male,50,Electronics,2,500,1000,12,6,Wednesday,4,2023,False,Winter,2940,1620.7142857142858,2475.0,1825.0,1,500.0,337
396,2023-02-23,CUST396,Female,55,Beauty,1,30,30,2,23,Thursday,1,2023,False,Winter,30,1537.142857142857,300.0,900.0,1,30.0,301
397,2023-03-10,CUST397,Female,30,Beauty,1,25,25,3,10,Friday,1,2023,False,Spring,175,926.4285714285714,1200.0,970.0,1,25.0,301
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600,5,16,Tuesday,2,2023,False,Spring,7260,1875.7142857142858,1680.0,660.0,1,300.0,344
399,2023-03-01,CUST399,Female,64,Beauty,2,30,60,3,1,Wednesday,1,2023,False,Spring,460,1470.7142857142858,2180.0,300.0,1,30.0,301
400,2023-02-24,CUST400,Male,53,Clothing,4,50,200,2,24,Friday,1,2023,False,Winter,3200,1152.857142857143,30.0,5890.0,1,50.0,344
401,2023-10-11,CUST401,Female,62,Clothing,1,300,300,10,11,Wednesday,4,2023,False,Autumn,2250,1588.5714285714287,2120.0,3010.0,1,300.0,344
402,2023-03-21,CUST402,Female,41,Clothing,2,300,600,3,21,Tuesday,1,2023,False,Spring,3500,1503.5714285714287,2950.0,525.0,1,300.0,344
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600,5,20,Saturday,2,2023,True,Spring,725,2239.285714285714,1350.0,800.0,1,300.0,344
404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000,5,25,Thursday,2,2023,False,Spring,2600,2555.714285714286,50.0,550.0,1,500.0,337
405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200,11,6,Monday,4,2023,False,Autumn,2700,1622.142857142857,1800.0,75.0,1,300.0,344
406,2023-04-18,CUST406,Female,22,Beauty,4,25,100,4,18,Tuesday,2,2023,False,Spring,500,503.57142857142856,25.0,60.0,1,25.0,301
407,2023-06-25,CUST407,Female,46,Electronics,3,300,900,6,25,Sunday,2,2023,True,Summer,900,1688.5714285714287,6220.0,900.0,1,300.0,337
408,2023-04-15,CUST408,Female,64,Beauty,1,500,500,4,15,Saturday,2,2023,True,Spring,700,1063.5714285714287,360.0,1200.0,1,500.0,301
409,2023-12-18,CUST409,Female,21,Electronics,3,300,900,12,18,Monday,4,2023,False,Winter,2250,1216.4285714285713,1500.0,950.0,1,300.0,337
410,2023-11-21,CUST410,Female,29,Clothing,2,50,100,11,21,Tuesday,4,2023,False,Autumn,1060,1182.857142857143,50.0,1080.0,1,50.0,344
411,2023-05-16,CUST411,Male,62,Electronics,4,50,200,5,16,Tuesday,2,2023,False,Spring,7260,1875.7142857142858,1680.0,660.0,1,50.0,337
412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000,9,16,Saturday,3,2023,True,Autumn,2150,867.8571428571429,75.0,1125.0,1,500.0,337
413,2023-09-08,CUST413,Female,44,Beauty,3,25,75,9,8,Friday,3,2023,False,Autumn,1125,930.0,420.0,1375.0,1,25.0,301
414,2023-05-09,CUST414,Male,48,Beauty,4,25,100,5,9,Tuesday,2,2023,False,Spring,660,1400.7142857142858,4200.0,165.0,1,25.0,301
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60,1,27,Friday,1,2023,False,Winter,235,1520.0,2570.0,125.0,1,30.0,344
416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000,2,17,Friday,1,2023,False,Winter,5890,2200.714285714286,900.0,600.0,1,500.0,337
417,2023-11-21,CUST417,Male,43,Electronics,3,300,900,11,21,Tuesday,4,2023,False,Autumn,1060,1182.857142857143,50.0,1080.0,1,300.0,337
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,8,5,Saturday,3,2023,True,Summer,5205,1197.142857142857,260.0,575.0,1,500.0,337
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,5,22,Monday,2,2023,False,Spring,1810,2520.714285714286,2900.0,1680.0,1,30.0,344
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000,1,23,Monday,1,2023,False,Winter,3120,1619.2857142857142,325.0,660.0,1,500.0,344
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,6,20,Tuesday,2,2023,False,Summer,190,976.4285714285714,2945.0,500.0,1,30.0,344
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25,3,8,Wednesday,1,2023,False,Spring,25,911.4285714285714,3040.0,460.0,1,25.0,344
424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200,11,23,Thursday,4,2023,False,Autumn,1590,1277.142857142857,2200.0,1500.0,1,300.0,301
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,5,15,Monday,2,2023,False,Spring,1680,932.8571428571429,1060.0,4200.0,1,30.0,337
426,2023-03-24,CUST426,Male,23,Electronics,3,50,150,3,24,Friday,1,2023,False,Spring,250,1677.142857142857,1950.0,1075.0,1,50.0,337
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,8,15,Tuesday,3,2023,False,Summer,970,911.4285714285714,1230.0,1385.0,1,25.0,337
428,2023-10-10,CUST428,Female,40,Electronics,4,50,200,10,10,Tuesday,4,2023,False,Autumn,2120,1697.142857142857,195.0,2170.0,1,50.0,337
429,2023-12-28,CUST429,Male,64,Electronics,2,25,50,12,28,Thursday,4,2023,False,Winter,2075,1272.142857142857,700.0,300.0,1,25.0,337
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,8,7,Monday,3,2023,False,Summer,1020,1447.142857142857,2500.0,1500.0,1,300.0,337
431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200,10,15,Sunday,4,2023,True,Autumn,1500,1117.857142857143,110.0,2025.0,1,300.0,337
433,2023-02-27,CUST433,Male,29,Beauty,4,50,200,2,27,Monday,1,2023,False,Winter,1825,1191.4285714285713,50.0,1130.0,1,50.0,301
434,2023-02-08,CUST434,Female,43,Electronics,2,25,50,2,8,Wednesday,1,2023,False,Winter,425,1240.0,2100.0,4700.0,1,25.0,337
435,2023-12-20,CUST435,Female,30,Beauty,3,300,900,12,20,Wednesday,4,2023,False,Winter,1350,1390.0,790.0,725.0,1,300.0,301
436,2023-03-18,CUST436,Female,57,Clothing,4,30,120,3,18,Saturday,1,2023,True,Spring,1620,742.1428571428571,1075.0,1200.0,1,30.0,344
437,2023-10-07,CUST437,Female,35,Electronics,4,300,1200,10,7,Saturday,4,2023,True,Autumn,2500,1965.0,1500.0,2900.0,1,300.0,337
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30,1,19,Thursday,1,2023,False,Winter,30,1442.142857142857,1645.0,230.0,1,30.0,344
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,7,9,Sunday,3,2023,True,Summer,325,866.4285714285714,220.0,1030.0,1,25.0,344
440,2023-10-26,CUST440,Male,64,Clothing,2,300,600,10,26,Thursday,4,2023,False,Autumn,740,1327.142857142857,3500.0,1860.0,1,300.0,344
441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200,10,10,Tuesday,4,2023,False,Autumn,2120,1697.142857142857,195.0,2170.0,1,300.0,301
442,2023-03-17,CUST442,Female,60,Clothing,4,25,100,3,17,Friday,1,2023,False,Spring,1075,682.1428571428571,1000.0,25.0,1,25.0,344
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600,8,9,Wednesday,3,2023,False,Summer,1010,1679.2857142857142,1385.0,50.0,1,300.0,344
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90,3,7,Tuesday,1,2023,False,Spring,3040,973.5714285714286,625.0,2180.0,1,30.0,344
445,2023-01-22,CUST445,Female,53,Electronics,1,300,300,1,22,Sunday,1,2023,True,Winter,325,1267.857142857143,2090.0,1550.0,1,300.0,337
446,2023-06-07,CUST446,Male,21,Electronics,1,50,50,6,7,Wednesday,2,2023,False,Summer,150,652.1428571428571,1950.0,2300.0,1,50.0,337
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,7,6,Thursday,3,2023,False,Summer,2260,1242.857142857143,780.0,300.0,1,500.0,301
448,2023-01-21,CUST448,Female,54,Beauty,2,30,60,1,21,Saturday,1,2023,True,Winter,2090,1442.857142857143,125.0,1930.0,1,30.0,301
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,7,3,Monday,3,2023,False,Summer,230,1212.857142857143,1750.0,900.0,1,50.0,337
450,2023-04-18,CUST450,Female,59,Beauty,2,25,50,4,18,Tuesday,2,2023,False,Spring,500,503.57142857142856,25.0,60.0,1,25.0,301
451,2023-12-16,CUST451,Female,45,Electronics,1,30,30,12,16,Saturday,4,2023,True,Winter,1130,1019.2857142857143,2050.0,3925.0,1,30.0,337
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500,5,8,Monday,2,2023,False,Spring,4200,1330.0,995.0,625.0,1,500.0,344
453,2023-12-08,CUST453,Female,26,Clothing,2,500,1000,12,8,Friday,4,2023,False,Winter,2800,2139.285714285714,1400.0,110.0,1,500.0,344
454,2023-02-22,CUST454,Female,46,Beauty,1,25,25,2,22,Wednesday,1,2023,False,Winter,300,1661.4285714285713,385.0,400.0,1,25.0,301
455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,7,1,Saturday,3,2023,True,Summer,1750,1308.5714285714287,1030.0,6220.0,1,25.0,337
456,2023-10-14,CUST456,Male,57,Electronics,2,30,60,10,14,Saturday,4,2023,True,Autumn,110,1192.857142857143,1175.0,2500.0,1,30.0,337
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900,7,28,Friday,3,2023,False,Summer,3450,2057.1428571428573,1190.0,1000.0,1,300.0,301
458,2023-11-14,CUST458,Female,39,Electronics,4,25,100,11,14,Tuesday,4,2023,False,Autumn,1080,1073.5714285714287,1225.0,2700.0,1,25.0,337
459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200,3,21,Tuesday,1,2023,False,Spring,3500,1503.5714285714287,2950.0,525.0,1,300.0,344
460,2023-05-02,CUST460,Male,40,Beauty,1,50,50,5,2,Tuesday,2,2023,False,Spring,165,677.1428571428571,625.0,160.0,1,50.0,301
461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000,3,25,Saturday,1,2023,True,Spring,1625,1677.857142857143,250.0,1620.0,1,500.0,301
462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200,4,1,Saturday,2,2023,True,Spring,4400,1201.4285714285713,1200.0,1625.0,1,300.0,337
463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500,7,31,Monday,3,2023,False,Summer,1500,1426.4285714285713,270.0,4610.0,1,500.0,301
464,2023-01-13,CUST464,Male,38,Electronics,2,300,600,1,13,Friday,1,2023,False,Winter,1930,576.4285714285714,280.0,1100.0,1,300.0,337
465,2023-04-02,CUST465,Female,43,Electronics,3,50,150,4,2,Sunday,2,2023,True,Spring,2600,1370.0,4400.0,1420.0,1,50.0,337
466,2023-06-20,CUST466,Male,63,Electronics,4,25,100,6,20,Tuesday,2,2023,False,Summer,190,976.4285714285714,2945.0,500.0,1,25.0,337
467,2023-07-30,CUST467,Female,53,Electronics,3,50,150,7,30,Sunday,3,2023,True,Summer,270,1870.7142857142858,575.0,2000.0,1,50.0,337
468,2023-12-09,CUST468,Male,40,Electronics,1,25,25,12,9,Saturday,4,2023,True,Winter,3925,2267.1428571428573,2800.0,3030.0,1,25.0,337
469,2023-05-08,CUST469,Male,18,Beauty,3,25,75,5,8,Monday,2,2023,False,Spring,4200,1330.0,995.0,625.0,1,25.0,301
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000,5,17,Wednesday,2,2023,False,Spring,3050,1997.142857142857,7260.0,2200.0,1,500.0,344
471,2023-03-23,CUST471,Male,32,Clothing,3,50,150,3,23,Thursday,1,2023,False,Spring,1950,1795.0,1390.0,1000.0,1,50.0,344
472,2023-12-26,CUST472,Female,38,Beauty,3,300,900,12,26,Tuesday,4,2023,False,Winter,1880,1111.4285714285713,1200.0,790.0,1,300.0,301
473,2023-02-25,CUST473,Male,64,Beauty,1,50,50,2,25,Saturday,1,2023,True,Winter,2550,1374.2857142857142,3200.0,1000.0,1,50.0,301
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500,7,15,Saturday,3,2023,True,Summer,3000,1285.7142857142858,5125.0,2260.0,1,500.0,344
475,2023-01-20,CUST475,Male,26,Clothing,3,25,75,1,20,Friday,1,2023,False,Winter,125,1420.0,30.0,280.0,1,25.0,344
476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000,8,29,Tuesday,3,2023,False,Summer,2630,1298.5714285714287,350.0,1275.0,1,500.0,344
477,2023-04-24,CUST477,Male,43,Clothing,4,30,120,4,24,Monday,2,2023,False,Spring,170,1438.5714285714287,2905.0,25.0,1,30.0,344
478,2023-04-13,CUST478,Female,58,Clothing,2,30,60,4,13,Thursday,2,2023,False,Spring,360,1135.0,1590.0,2100.0,1,30.0,344
479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200,8,24,Thursday,3,2023,False,Summer,1305,1392.857142857143,1730.0,900.0,1,300.0,337
480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000,6,29,Thursday,2,2023,False,Summer,2150,1824.2857142857142,300.0,1220.0,1,500.0,301
481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200,6,6,Tuesday,2,2023,False,Summer,1950,959.2857142857143,100.0,140.0,1,300.0,337
482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200,4,27,Thursday,2,2023,False,Spring,1430,761.4285714285714,270.0,3375.0,1,300.0,344
483,2023-04-25,CUST483,Male,55,Clothing,1,30,30,4,25,Tuesday,2,2023,False,Spring,160,1390.0,170.0,500.0,1,30.0,344
484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200,1,13,Friday,1,2023,False,Winter,1930,576.4285714285714,280.0,1100.0,1,300.0,344
485,2023-12-04,CUST485,Male,24,Electronics,1,30,30,12,4,Monday,4,2023,False,Winter,1730,1163.5714285714287,600.0,235.0,1,30.0,337
486,2023-04-09,CUST486,Female,35,Electronics,1,25,25,4,9,Sunday,2,2023,True,Spring,2235,2372.1428571428573,2450.0,1200.0,1,25.0,337
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000,7,24,Monday,3,2023,False,Summer,4610,1565.7142857142858,2000.0,3000.0,1,500.0,344
488,2023-06-18,CUST488,Female,51,Electronics,3,300,900,6,18,Sunday,2,2023,True,Summer,900,607.1428571428571,1450.0,3300.0,1,300.0,337
489,2023-05-23,CUST489,Male,44,Electronics,1,30,30,5,23,Tuesday,2,2023,False,Spring,8455,2691.4285714285716,1810.0,7260.0,1,30.0,337
490,2023-02-05,CUST490,Male,34,Clothing,3,50,150,2,5,Sunday,1,2023,True,Winter,1805,1867.142857142857,1120.0,600.0,1,50.0,344
491,2023-05-23,CUST491,Female,60,Electronics,3,300,900,5,23,Tuesday,2,2023,False,Spring,8455,2691.4285714285716,1810.0,7260.0,1,300.0,337
492,2023-06-29,CUST492,Male,61,Beauty,4,25,100,6,29,Thursday,2,2023,False,Summer,2150,1824.2857142857142,300.0,1220.0,1,25.0,301
493,2023-11-25,CUST493,Male,41,Beauty,2,25,50,11,25,Saturday,4,2023,True,Autumn,150,922.8571428571429,1110.0,1130.0,1,25.0,301
494,2023-09-18,CUST494,Female,42,Beauty,4,50,200,9,18,Monday,3,2023,False,Autumn,1000,1053.5714285714287,700.0,200.0,1,50.0,301
495,2023-07-24,CUST495,Male,24,Beauty,2,30,60,7,24,Monday,3,2023,False,Summer,4610,1565.7142857142858,2000.0,3000.0,1,30.0,301
496,2023-12-14,CUST496,Male,23,Clothing,2,300,600,12,14,Thursday,4,2023,False,Winter,660,1525.7142857142858,725.0,1400.0,1,300.0,344
497,2023-10-02,CUST497,Male,41,Clothing,4,30,120,10,2,Monday,4,2023,False,Autumn,1245,1587.142857142857,2800.0,390.0,1,30.0,344
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100,6,19,Monday,2,2023,False,Summer,2945,1020.7142857142857,900.0,50.0,1,25.0,344
499,2023-01-15,CUST499,Male,46,Beauty,2,30,60,1,15,Sunday,1,2023,True,Winter,660,782.1428571428571,1550.0,150.0,1,30.0,301
500,2023-03-01,CUST500,Female,60,Beauty,4,25,100,3,1,Wednesday,1,2023,False,Spring,460,1470.7142857142858,2180.0,300.0,1,25.0,301
501,2023-05-14,CUST501,Male,39,Electronics,2,30,60,5,14,Sunday,2,2023,True,Spring,1060,1292.857142857143,800.0,995.0,1,30.0,337
502,2023-04-02,CUST502,Male,43,Electronics,3,50,150,4,2,Sunday,2,2023,True,Spring,2600,1370.0,4400.0,1420.0,1,50.0,337
503,2023-10-25,CUST503,Male,45,Beauty,4,500,2000,10,25,Wednesday,4,2023,False,Autumn,3500,1487.142857142857,2200.0,2025.0,1,500.0,301
504,2023-05-16,CUST504,Female,38,Beauty,3,50,150,5,16,Tuesday,2,2023,False,Spring,7260,1875.7142857142858,1680.0,660.0,1,50.0,301
505,2023-01-20,CUST505,Male,24,Beauty,1,50,50,1,20,Friday,1,2023,False,Winter,125,1420.0,30.0,280.0,1,50.0,301
506,2023-02-25,CUST506,Male,34,Beauty,3,500,1500,2,25,Saturday,1,2023,True,Winter,2550,1374.2857142857142,3200.0,1000.0,1,500.0,301
507,2023-11-02,CUST507,Female,37,Electronics,3,500,1500,11,2,Thursday,4,2023,False,Autumn,1915,1552.857142857143,1450.0,3500.0,1,500.0,337
508,2023-08-11,CUST508,Male,58,Beauty,2,300,600,8,11,Friday,3,2023,False,Summer,900,1745.7142857142858,200.0,260.0,1,300.0,301
509,2023-06-26,CUST509,Female,37,Electronics,3,300,900,6,26,Monday,2,2023,False,Summer,2130,1572.142857142857,900.0,2945.0,1,300.0,337
510,2023-06-10,CUST510,Female,39,Beauty,4,50,200,6,10,Saturday,2,2023,True,Summer,2750,1357.142857142857,1820.0,1025.0,1,50.0,301
511,2023-08-12,CUST511,Male,45,Beauty,2,50,100,8,12,Saturday,3,2023,True,Summer,1370,1197.857142857143,900.0,5205.0,1,50.0,301
512,2023-11-07,CUST512,Female,57,Beauty,1,25,25,11,7,Tuesday,4,2023,False,Autumn,1560,1589.2857142857142,2700.0,1790.0,1,25.0,301
513,2023-09-19,CUST513,Male,24,Electronics,4,25,100,9,19,Tuesday,3,2023,False,Autumn,160,762.1428571428571,1000.0,2200.0,1,25.0,337
514,2023-03-01,CUST514,Female,18,Electronics,1,300,300,3,1,Wednesday,1,2023,False,Spring,460,1470.7142857142858,2180.0,300.0,1,300.0,337
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900,7,17,Monday,3,2023,False,Summer,950,1370.7142857142858,190.0,325.0,1,300.0,344
516,2023-10-23,CUST516,Male,30,Beauty,4,25,100,10,23,Monday,4,2023,False,Autumn,800,987.1428571428571,1950.0,2860.0,1,25.0,301
517,2023-04-08,CUST517,Female,47,Clothing,4,25,100,4,8,Saturday,2,2023,True,Spring,2450,2224.285714285714,1200.0,200.0,1,25.0,344
518,2023-05-11,CUST518,Female,40,Clothing,1,30,30,5,11,Thursday,2,2023,False,Spring,30,1513.5714285714287,2200.0,1140.0,1,30.0,344
519,2023-01-23,CUST519,Female,36,Electronics,4,30,120,1,23,Monday,1,2023,False,Winter,3120,1619.2857142857142,325.0,660.0,1,30.0,337
520,2023-12-29,CUST520,Female,49,Electronics,4,25,100,12,29,Friday,4,2023,False,Winter,3400,1615.0,2075.0,1000.0,1,25.0,337
521,2023-08-12,CUST521,Female,47,Clothing,4,30,120,8,12,Saturday,3,2023,True,Summer,1370,1197.857142857143,900.0,5205.0,1,30.0,344
523,2023-09-24,CUST523,Female,62,Electronics,1,300,300,9,24,Sunday,3,2023,True,Autumn,390,370.7142857142857,100.0,2150.0,1,300.0,337
524,2023-10-03,CUST524,Male,46,Beauty,4,300,1200,10,3,Tuesday,4,2023,False,Autumn,2170,1741.4285714285713,1245.0,1090.0,1,300.0,301
525,2023-12-18,CUST525,Female,47,Beauty,2,25,50,12,18,Monday,4,2023,False,Winter,2250,1216.4285714285713,1500.0,950.0,1,25.0,301
526,2023-12-10,CUST526,Male,33,Clothing,2,50,100,12,10,Sunday,4,2023,True,Winter,1420,2384.285714285714,3925.0,600.0,1,50.0,344
527,2023-04-11,CUST527,Male,57,Clothing,2,25,50,4,11,Tuesday,2,2023,False,Spring,50,1387.857142857143,60.0,2600.0,1,25.0,344
528,2023-07-06,CUST528,Female,36,Clothing,2,30,60,7,6,Thursday,3,2023,False,Summer,2260,1242.857142857143,780.0,300.0,1,30.0,344
529,2023-08-09,CUST529,Female,35,Clothing,3,50,150,8,9,Wednesday,3,2023,False,Summer,1010,1679.2857142857142,1385.0,50.0,1,50.0,344
530,2023-02-05,CUST530,Female,18,Electronics,4,30,120,2,5,Sunday,1,2023,True,Winter,1805,1867.142857142857,1120.0,600.0,1,30.0,337
531,2023-12-07,CUST531,Male,31,Electronics,1,500,500,12,7,Thursday,4,2023,False,Winter,1400,1755.0,2940.0,460.0,1,500.0,337
532,2023-06-19,CUST532,Female,64,Clothing,4,30,120,6,19,Monday,2,2023,False,Summer,2945,1020.7142857142857,900.0,50.0,1,30.0,344
533,2023-11-16,CUST533,Male,19,Electronics,3,500,1500,11,16,Thursday,4,2023,False,Autumn,1500,1267.857142857143,1630.0,210.0,1,500.0,337
534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000,6,10,Saturday,2,2023,True,Summer,2750,1357.142857142857,1820.0,1025.0,1,500.0,344
535,2023-12-06,CUST535,Male,47,Beauty,3,30,90,12,6,Wednesday,4,2023,False,Winter,2940,1620.7142857142858,2475.0,1825.0,1,30.0,301
536,2023-03-05,CUST536,Female,55,Beauty,4,30,120,3,5,Sunday,1,2023,True,Spring,420,1022.1428571428571,1000.0,50.0,1,30.0,301
537,2023-06-03,CUST537,Female,21,Beauty,1,500,500,6,3,Saturday,2,2023,True,Summer,1025,721.4285714285714,150.0,2200.0,1,500.0,301
538,2023-09-17,CUST538,Male,18,Clothing,3,50,150,9,17,Sunday,3,2023,True,Autumn,700,939.2857142857143,2150.0,200.0,1,50.0,344
539,2023-06-08,CUST539,Male,25,Beauty,1,500,500,6,8,Thursday,2,2023,False,Summer,1700,872.1428571428571,150.0,160.0,1,500.0,301
540,2023-12-08,CUST540,Female,46,Electronics,3,300,900,12,8,Friday,4,2023,False,Winter,2800,2139.285714285714,1400.0,110.0,1,300.0,337
